x0,x1,x2,x3,y,x4,x5
0.9,A0,A0,61.9,3669.0,6.18,6.13
2.15,A0,A1,59.7,13317.0,8.4,8.37
1.0,A2,A3,60.6,5623.0,6.4,6.5
0.7,,A2,62.9,2874.0,5.68,5.61
1.78,,A1,62.6,8889.0,7.78,7.72
0.51,A1,A3,62.9,1687.0,5.12,5.08
1.0,,,63.0,4842.0,6.43,6.34
0.4,A3,A4,59.6,952.0,4.82,4.85
0.32,A0,A3,60.5,900.0,4.49,4.43
0.42,A2,A5,60.9,1026.0,4.8,4.86
0.51,A1,A5,62.4,2317.0,5.08,5.12
0.55,A2,A5,60.8,1838.0,5.25,5.3
0.71,A2,A0,61.3,2735.0,5.69,5.73
2.22,,A1,61.8,13703.0,8.42,8.31
1.01,A1,A1,60.9,4479.0,6.47,6.51
0.82,,A1,61.1,2075.0,6.05,6.09
,,A3,60.3,3131.0,5.69,5.76
1.8,,A1,57.9,12196.0,8.08,8.13
1.24,,A0,61.8,6438.0,6.85,6.88
0.41,A1,A1,62.8,876.0,4.73,4.7
0.91,,A0,63.1,3506.0,6.11,6.16
0.58,A1,A3,61.9,1884.0,5.33,5.37
1.11,A1,A3,61.7,5051.0,6.64,6.69
,A2,A1,60.7,4326.0,6.48,6.44
0.77,A0,A4,62.2,2005.0,5.85,5.82
0.4,,A4,62.7,938.0,4.71,4.63
0.74,,A0,62.4,2362.0,5.78,5.71
0.83,,A3,62.1,2570.0,5.98,6.03
0.43,A1,A0,61.6,,4.82,4.86
1.29,,A4,63.0,6877.0,6.99,6.89
1.5,A1,A4,61.3,9900.0,7.32,7.35
0.3,A3,A2,63.8,,4.26,4.24
1.02,A1,A3,61.5,9502.0,6.46,6.49
0.41,A0,A4,60.0,961.0,4.86,4.77
1.16,A1,A3,61.5,5302.0,6.78,6.75
0.33,,A3,61.2,668.0,4.47,4.45
1.2,A0,A3,62.8,8964.0,6.78,6.69
1.0,,A1,59.0,3991.0,6.42,6.46
0.9,A2,,63.0,4668.0,6.06,6.13
0.43,,A3,60.9,731.0,4.86,4.9
0.3,A3,A5,63.4,684.0,4.27,4.31
0.3,,A3,62.3,605.0,4.3,4.33
0.34,A1,A7,61.5,952.0,4.52,4.54
0.33,A1,A7,62.1,1052.0,4.44,4.41
0.32,,A4,61.7,561.0,4.38,4.43
1.52,A1,A4,61.8,14482.0,7.4,7.45
0.4,,A0,62.9,687.0,4.69,4.72
1.52,,A4,63.5,11804.0,7.24,7.28
0.72,A1,A0,62.3,2857.0,5.76,5.7
1.12,A1,A3,62.2,7193.0,6.65,6.7
1.51,A2,A4,61.1,10215.0,7.32,7.37
0.79,,A0,61.4,3167.0,5.93,5.96
1.01,A2,A0,63.1,4313.0,6.32,6.36
2.0,,A1,63.1,9435.0,7.98,7.84
0.32,A1,A7,61.8,918.0,4.42,4.45
1.21,A0,A5,61.3,6001.0,6.86,6.81
0.43,A1,A0,62.2,763.0,4.84,4.88
0.54,A0,,60.2,1720.0,5.31,5.25
0.42,A1,A2,61.1,910.0,4.8,4.85
0.38,A1,A5,61.7,993.0,4.67,4.7
0.3,A1,A3,60.6,670.0,4.31,4.33
1.14,A1,A0,62.3,5382.0,6.69,6.77
0.56,A1,A7,62.2,2321.0,5.3,5.34
1.3,,A1,61.8,5421.0,7.02,6.94
0.63,A1,A3,62.6,1821.0,5.5,5.46
0.89,,A0,64.3,3663.0,6.12,6.01
0.71,A1,A0,60.7,2328.0,5.75,5.81
1.04,,A1,62.1,3861.0,6.46,6.52
0.51,A1,A4,61.6,1962.0,5.13,5.16
0.34,A3,A3,57.5,714.0,4.66,4.6
0.58,,A1,59.0,1066.0,5.45,5.42
0.43,,A2,61.8,1169.0,4.83,4.85
1.7,,A3,62.4,17360.0,7.65,7.57
1.2,A1,A7,61.6,14300.0,6.84,6.79
0.24,A2,A2,62.8,478.0,3.92,3.95
1.18,,A7,63.3,6867.0,6.69,6.73
0.41,A0,A4,60.4,1153.0,4.82,4.78
1.01,A0,A0,61.8,4642.0,6.48,6.43
1.12,,A0,60.1,5233.0,6.78,6.83
0.71,A1,A0,61.5,2633.0,5.76,5.69
0.7,A1,A3,62.5,2232.0,5.66,5.7
0.31,A1,A5,62.5,,4.36,4.38
0.41,A0,A4,62.1,830.0,4.79,4.75
0.31,,A0,61.9,363.0,4.28,4.32
0.7,A2,A3,61.6,2362.0,5.7,5.72
0.54,,A0,60.0,1999.0,5.31,5.36
0.52,A1,,62.1,1868.0,5.17,5.13
0.32,A1,A7,61.9,783.0,4.38,4.42
0.38,A0,A4,60.6,1069.0,4.67,4.64
0.53,A3,A4,63.8,1591.0,5.17,5.11
1.23,A0,A1,58.0,4470.0,7.02,6.97
0.3,A0,A3,62.7,776.0,4.3,4.25
1.51,A2,A1,62.8,8637.0,7.22,7.3
1.0,A1,A0,60.5,5880.0,6.52,6.48
2.01,,,61.1,15908.0,8.14,8.09
0.32,,A2,61.1,730.0,4.42,4.45
0.43,A2,A2,60.8,1245.0,4.89,4.92
0.51,,A0,62.2,984.0,5.08,5.12
1.02,,A5,61.3,11128.0,6.47,6.54
0.7,A3,,63.8,2117.0,5.62,5.58
0.5,A1,A0,62.7,1272.0,5.06,5.08
0.35,A1,A5,61.8,945.0,4.53,4.56
0.4,A1,A0,62.4,694.0,4.73,4.75
0.74,,A1,61.9,2464.0,5.8,5.83
0.55,A1,A3,62.3,2030.0,5.29,5.24
1.02,A4,A0,65.5,4758.0,6.29,6.22
0.71,A0,A0,61.2,2386.0,5.71,5.66
0.4,,,60.9,825.0,4.76,4.79
0.72,,A0,60.7,2776.0,5.79,5.82
1.32,,A3,60.9,10423.0,7.12,7.06
0.39,A1,A2,61.7,952.0,4.69,4.75
0.29,A2,A5,62.3,664.0,4.22,4.25
1.61,A1,A3,62.1,15819.0,7.49,7.56
0.74,A1,A5,62.3,2715.0,5.77,5.82
0.3,A0,A4,61.9,605.0,4.3,4.32
0.35,A1,A4,60.5,706.0,4.55,4.58
0.41,A1,A4,62.2,,4.76,4.79
1.51,,A4,60.1,14375.0,7.45,7.48
1.56,A1,A0,61.4,8858.0,7.47,7.42
0.51,A1,A2,62.4,2093.0,5.08,5.12
0.26,A3,A7,59.6,597.0,4.13,4.16
1.0,,A4,63.7,4805.0,6.38,6.31
0.93,A2,A3,63.5,3563.0,6.13,6.21
0.73,A1,A1,59.9,2770.0,5.92,5.89
0.35,A2,A4,61.7,706.0,4.49,4.52
1.27,,A3,62.4,6443.0,6.83,6.89
0.54,,,62.1,,5.17,5.2
0.41,,A0,62.9,683.0,4.75,4.82
0.51,,A1,58.1,1052.0,5.26,5.24
0.31,A1,A3,61.6,734.0,4.36,4.38
0.7,,A4,62.0,1657.0,5.68,5.74
0.41,A1,A0,61.9,744.0,4.77,4.8
0.34,,A3,61.9,956.0,4.45,4.43
0.35,A1,A0,61.3,522.0,4.54,4.56
0.31,A3,A4,63.9,779.0,4.3,4.27
0.35,A1,A5,61.8,627.0,4.53,4.56
0.35,A1,A4,61.9,1091.0,4.55,4.53
1.53,,A0,62.3,9315.0,7.37,7.4
0.32,A1,A2,62.1,708.0,4.4,4.42
1.42,A1,A0,62.0,8529.0,7.17,7.22
0.58,A1,A0,62.2,1705.0,5.37,5.33
1.51,A0,A0,58.6,12655.0,7.58,7.53
2.01,A1,A0,61.5,14837.0,8.11,8.06
0.33,A2,A5,61.4,868.0,4.39,4.44
0.6,,A1,62.0,,5.33,5.4
1.5,A0,A6,62.9,4022.0,7.31,7.22
0.9,,A2,60.3,4355.0,6.25,6.22
0.31,,A3,62.3,942.0,4.37,4.33
,A1,A4,60.3,2492.0,5.52,5.57
1.02,A1,A0,63.0,4233.0,6.36,6.3
1.04,A1,,60.7,7415.0,6.59,6.54
1.51,,A0,62.3,7034.0,7.3,7.33
0.33,A1,A2,61.5,752.0,4.45,4.49
1.23,A0,A4,62.7,5510.0,6.82,6.79
0.53,A2,A4,63.3,1561.0,5.13,5.17
0.9,,A3,60.8,4137.0,6.19,6.14
1.52,A0,A0,62.4,,7.37,7.34
0.56,,A1,62.6,1206.0,5.2,5.24
0.34,A1,A2,61.8,712.0,4.47,4.49
0.41,A1,A2,61.8,,4.77,4.81
0.72,A1,A3,60.6,3145.0,5.85,5.83
0.6,,A3,62.1,1795.0,5.4,5.45
1.08,A1,A1,61.0,4536.0,6.64,6.6
0.91,A0,A1,60.9,3453.0,6.24,6.18
1.52,A0,A4,61.2,14424.0,7.4,7.37
1.1,,A3,61.8,,6.59,6.62
1.15,A1,A3,61.7,5038.0,6.68,6.73
0.92,A1,A0,62.3,3170.0,6.24,6.29
1.08,A1,A4,61.7,10292.0,6.58,6.61
0.74,A0,A0,58.3,2131.0,5.97,5.93
0.72,A2,A0,62.9,2567.0,5.72,5.76
0.33,A1,A1,61.7,427.0,4.44,4.47
0.33,,A5,61.9,955.0,4.42,4.44
2.01,,A0,63.5,14725.0,7.96,7.88
0.32,A0,A4,59.2,645.0,4.45,4.47
1.51,,,62.7,14482.0,7.31,7.26
1.0,A0,A0,59.6,4592.0,6.55,6.5
0.39,A0,A7,59.0,1362.0,4.78,4.75
0.7,A1,A5,62.3,2536.0,5.7,5.64
1.01,,A0,58.6,4072.0,6.51,6.45
1.37,,A4,62.2,10927.0,7.09,7.12
0.53,,A5,62.2,1435.0,5.17,5.21
0.63,A1,A0,62.8,2041.0,5.49,5.46
0.31,A1,A7,62.7,924.0,4.31,4.34
0.4,A2,A0,62.2,837.0,4.72,4.76
1.02,A0,A3,61.8,5100.0,6.49,6.43
2.77,,A6,62.6,10424.0,8.93,8.83
0.53,A1,,61.6,1383.0,5.21,5.18
1.11,A0,,60.4,5091.0,6.72,6.65
1.17,,A0,60.7,6419.0,6.79,6.84
1.2,A2,A1,62.1,5183.0,6.79,6.87
0.34,A2,A2,61.9,825.0,4.48,4.52
0.4,A1,A3,60.9,919.0,4.79,4.83
2.03,,A1,60.9,12021.0,8.15,8.11
1.2,A1,A3,61.1,6303.0,6.83,6.86
0.7,A1,A0,61.0,2096.0,5.69,5.82
0.7,A0,A2,61.5,3210.0,5.71,5.64
0.58,,A3,60.6,1798.0,5.4,5.43
1.3,,A1,62.2,6442.0,6.96,7.0
0.3,A0,A4,61.4,675.0,4.33,4.3
1.07,A1,A0,62.3,6200.0,6.51,6.53
0.73,A1,A0,61.4,2943.0,5.82,5.78
0.23,A2,A3,61.0,,3.95,3.99
1.39,,A6,62.6,3914.0,7.1,7.15
0.7,A1,A3,61.6,,5.7,5.73
1.05,A2,,63.0,5987.0,6.48,6.51
0.3,,A2,60.4,819.0,4.34,4.3
0.54,,A3,61.8,1786.0,5.29,5.22
0.33,A0,A3,58.8,624.0,4.53,4.49
0.4,,A4,61.6,917.0,4.74,4.78
0.51,A3,A0,63.8,1312.0,5.08,5.04
0.95,,A0,61.0,3544.0,6.29,6.37
0.3,A1,A2,60.9,684.0,4.32,4.35
0.3,,A3,62.9,844.0,4.27,4.22
1.07,A1,A4,60.2,5063.0,6.61,6.55
0.33,,,60.2,724.0,4.47,4.5
1.0,A0,A0,61.3,4788.0,6.38,6.35
0.3,A1,A5,62.2,764.0,4.3,4.32
0.31,A2,A0,60.5,446.0,4.33,4.4
0.9,,A1,63.8,3246.0,6.05,6.02
1.26,A0,A5,59.8,,6.99,7.08
0.47,,A3,58.4,1294.0,5.08,5.17
1.09,A1,A2,62.0,,6.6,6.63
0.5,A0,A0,61.5,1415.0,5.09,5.06
1.5,A1,A0,62.6,10777.0,7.27,7.3
1.26,A1,A2,61.4,12066.0,6.96,6.99
0.71,A0,A3,60.1,1968.0,5.82,5.77
0.5,A0,A2,61.6,1838.0,5.1,5.13
0.91,A0,A4,62.7,5057.0,6.15,6.19
0.7,,A3,62.3,2622.0,5.71,5.65
1.01,,A0,63.4,,6.41,6.37
0.71,,A3,62.2,2681.0,5.71,5.73
0.42,,A0,62.3,654.0,4.82,4.84
0.34,A2,A0,62.9,596.0,4.45,4.48
1.01,A3,A0,63.5,4546.0,6.28,6.35
1.17,A3,A1,57.8,4639.0,6.97,6.91
1.2,,A4,61.7,4838.0,6.78,6.74
0.23,A2,A2,58.5,472.0,4.04,4.06
0.51,,A0,62.5,1343.0,5.07,5.1
0.33,A2,A3,62.8,627.0,4.4,4.42
,,A3,61.4,9935.0,6.88,6.79
0.31,,A5,62.4,759.0,4.31,4.34
1.03,,A0,61.1,5147.0,6.54,6.58
0.41,A2,,63.4,991.0,4.7,4.76
0.7,,A4,60.4,3463.0,5.73,5.76
0.93,A0,A1,61.9,2807.0,6.21,6.19
1.5,A0,A0,58.8,9697.0,7.53,7.47
0.4,,A2,61.5,1158.0,4.74,4.79
1.2,A0,A0,62.1,5746.0,6.79,6.74
1.0,A1,A4,61.4,7177.0,6.46,6.51
1.69,,,60.5,13645.0,7.74,7.77
1.1,A1,A1,63.1,4725.0,6.54,6.53
0.33,A1,A1,61.2,463.0,4.48,4.51
0.48,A1,A0,61.4,969.0,5.02,5.07
0.72,,A0,62.1,2265.0,5.69,5.72
0.71,A1,A4,61.9,2637.0,5.75,5.71
1.43,,A2,61.6,10129.0,7.25,7.29
1.01,,A3,61.0,5050.0,6.41,6.38
0.32,,A0,62.8,756.0,4.42,4.37
1.0,A4,A2,65.3,4312.0,6.25,6.18
1.01,,A1,61.9,3852.0,6.43,6.46
0.4,A2,A2,62.1,1189.0,4.67,4.7
2.08,,A1,63.8,14084.0,8.1,8.02
0.7,A2,A3,62.8,2553.0,5.66,5.68
0.55,A0,A1,61.9,1273.0,5.24,5.2
1.0,A3,A1,63.7,3889.0,6.32,6.27
0.32,A2,A0,63.2,756.0,4.38,4.36
0.76,A1,,61.8,2399.0,5.89,5.83
0.43,A0,,61.6,981.0,4.81,4.84
0.43,,A5,61.5,1264.0,4.87,4.85
1.5,,A1,63.1,9116.0,7.25,7.29
0.58,A1,A4,62.9,2192.0,5.34,5.31
0.7,A0,A5,62.4,3300.0,5.69,5.63
0.34,A1,A7,61.9,1014.0,4.46,4.49
0.32,A0,A4,61.0,645.0,4.39,4.43
0.41,A0,A1,60.9,649.0,4.84,4.81
0.52,,A5,62.0,1619.0,5.19,5.17
0.5,A0,A6,61.9,851.0,5.15,5.05
1.65,,A4,62.0,11823.0,7.53,7.59
0.31,A1,A3,61.2,507.0,4.36,4.4
1.04,A0,A4,60.5,8532.0,6.62,6.58
1.09,A1,A1,62.1,5164.0,6.56,6.59
0.78,A0,A4,60.9,3360.0,5.94,5.88
1.02,,A1,61.8,3496.0,6.47,6.4
0.34,,A7,61.6,974.0,4.49,4.53
0.26,,A4,61.9,358.0,4.08,4.16
0.32,,A7,61.0,952.0,4.41,4.38
0.26,,A3,60.8,403.0,4.13,4.16
1.02,A1,A3,62.8,6418.0,6.36,6.45
0.57,A1,A3,61.8,1608.0,5.3,5.32
0.32,A1,A4,61.3,540.0,4.43,4.41
1.3,A1,A4,62.2,5962.0,7.01,6.98
1.01,,A2,62.4,7806.0,6.34,6.41
1.03,,A2,61.9,8811.0,6.46,6.5
1.11,,A0,60.2,5315.0,6.82,6.7
0.3,,,61.0,911.0,4.36,4.33
0.93,,A0,61.9,5992.0,6.24,6.27
2.01,A0,A3,62.8,16778.0,8.01,7.94
0.43,A0,A0,61.0,774.0,4.83,4.88
0.34,A0,A2,62.7,995.0,4.43,4.41
1.61,A0,A0,62.8,,7.47,7.4
0.73,,A0,62.6,,5.75,5.78
1.13,A1,A4,61.0,7687.0,6.71,6.74
1.77,,A1,60.9,10051.0,7.92,7.85
0.74,,A1,61.4,2328.0,5.82,5.8
0.77,,A4,62.1,3387.0,5.88,5.84
2.01,,A0,60.1,18374.0,8.04,8.12
2.28,,A1,62.0,16969.0,8.49,8.45
1.26,A1,A0,59.6,6738.0,7.08,7.04
0.39,,A0,58.9,703.0,4.74,4.76
0.4,,A3,64.6,722.0,4.62,4.64
0.31,A2,A3,63.4,802.0,4.32,4.29
0.71,A0,A3,60.9,2766.0,5.78,5.75
0.31,,A5,62.5,816.0,4.3,4.4
0.7,A2,A0,63.2,2423.0,5.68,5.62
0.72,A3,A4,61.3,2451.0,5.67,5.75
,,A0,63.3,544.0,4.31,4.35
0.37,A2,A3,62.3,811.0,4.56,4.59
0.3,A2,A7,62.4,886.0,4.28,4.31
0.23,,A3,58.5,411.0,4.06,3.98
0.5,A0,,62.7,1746.0,5.1,5.07
0.32,A1,A5,61.4,842.0,4.42,4.44
0.52,A1,A7,60.2,1988.0,5.23,5.27
1.11,,A1,61.3,6129.0,6.68,6.74
0.3,A2,A7,62.1,886.0,4.26,4.3
0.82,,A1,62.0,2175.0,5.93,5.98
0.7,A3,A1,59.4,1948.0,5.77,5.81
0.35,A1,,61.5,921.0,4.55,4.52
0.51,,A1,61.0,1098.0,5.16,5.2
0.5,A2,A0,64.1,1187.0,5.04,5.07
0.32,A1,A4,61.6,665.0,4.43,4.5
1.01,A0,A0,61.0,5749.0,6.47,6.44
0.31,A3,A2,63.1,707.0,4.3,4.32
0.55,A1,A3,61.6,1871.0,5.31,5.29
1.01,,A1,59.5,4666.0,6.54,6.58
0.3,A1,A4,62.0,,4.28,4.3
0.3,,A2,65.5,743.0,4.19,4.15
0.3,A1,A4,62.1,526.0,4.32,4.35
1.01,A1,A6,62.0,3388.0,6.37,6.41
0.34,A2,A5,61.7,819.0,4.49,4.51
0.33,A0,A0,60.9,579.0,4.46,4.5
0.9,,A0,63.8,4120.0,6.13,6.09
0.56,A2,A3,61.1,1963.0,5.33,5.37
1.5,,A3,61.7,14092.0,7.28,7.31
1.0,,A1,63.3,4312.0,6.25,6.29
,A1,A4,62.6,2170.0,5.24,5.31
0.63,,A5,60.9,2765.0,5.52,5.55
0.57,A1,A4,61.1,2043.0,5.33,5.37
0.55,A0,A1,61.8,1280.0,5.28,5.23
1.52,A0,A4,61.4,11516.0,7.3,7.44
1.52,A1,A5,61.9,10968.0,7.34,7.37
1.02,A1,A0,62.2,5655.0,6.45,6.41
0.34,,A4,59.8,725.0,4.54,4.59
0.55,A3,A0,57.7,1089.0,5.37,5.34
0.38,A0,A4,60.2,1000.0,4.66,4.71
0.32,,A0,63.7,756.0,4.38,4.35
2.01,A0,A1,60.8,12048.0,8.19,8.13
0.51,A3,,56.7,1060.0,5.38,5.35
0.4,A2,A0,63.1,840.0,4.75,4.72
0.57,A1,,61.1,2060.0,5.34,5.36
0.52,A1,A3,61.5,1576.0,5.18,5.2
1.21,A2,A3,62.6,8969.0,6.72,6.79
0.5,A2,A0,62.3,1250.0,5.07,5.11
0.34,,A0,59.4,491.0,4.54,4.58
0.53,,A4,61.7,,5.2,5.22
1.52,A1,A3,62.4,15348.0,7.32,7.42
0.73,A1,A5,61.6,3913.0,5.76,5.79
1.21,,A3,62.4,7236.0,6.81,6.79
0.5,A1,A3,62.7,1436.0,5.06,5.11
0.72,A1,A0,60.3,2847.0,5.83,5.85
0.78,A1,A1,62.1,2561.0,5.92,5.94
0.4,A1,A2,62.0,758.0,4.73,4.75
1.11,,A1,62.0,4227.0,6.67,6.64
0.5,,A4,62.6,1738.0,5.03,5.06
1.24,A1,A2,61.2,9362.0,6.88,6.92
0.42,,A7,62.0,1251.0,4.8,4.82
0.8,A2,A7,63.3,6834.0,5.85,5.87
1.17,A2,A1,60.9,6062.0,6.72,6.78
1.51,,A3,60.4,9178.0,7.36,7.42
0.55,,A0,62.7,1580.0,5.22,5.25
0.37,A0,A3,61.1,666.0,4.65,4.58
0.7,A1,A0,62.5,2294.0,5.69,5.71
0.41,,A2,61.0,1115.0,4.78,4.82
1.6,A1,A4,62.1,8904.0,7.46,7.54
0.31,A1,A0,62.0,,4.38,4.36
2.36,A1,A1,62.2,17569.0,8.51,8.56
1.02,,A0,62.2,5082.0,6.44,6.46
0.32,,A5,60.4,917.0,4.42,4.46
0.51,A0,A0,59.4,1308.0,5.19,5.21
2.1,A0,A3,60.7,14394.0,8.28,8.27
1.0,A2,A1,63.3,4269.0,6.26,6.29
0.24,A2,A5,59.0,552.0,4.07,4.1
1.69,,A6,60.2,5182.0,7.7,7.79
0.41,,A3,63.1,910.0,4.63,4.66
0.9,,A1,60.1,,6.22,6.32
0.9,,A1,60.8,3552.0,6.25,6.28
0.32,,A0,61.9,561.0,4.39,4.43
1.23,,A3,62.4,10342.0,6.84,6.87
2.04,A0,A1,62.1,14900.0,8.14,8.06
0.32,,A4,61.9,,4.38,4.41
0.76,A1,A3,62.6,,5.82,5.78
0.52,A1,A5,62.0,2029.0,5.15,5.18
1.01,A0,A0,62.8,3782.0,6.4,6.34
0.31,,A2,61.4,609.0,4.37,4.39
1.21,,A0,62.8,5218.0,6.74,6.67
0.5,A1,A2,62.0,2160.0,5.12,5.1
1.01,A3,A3,63.1,5199.0,6.36,6.38
0.5,A1,A0,60.1,1232.0,5.19,5.22
0.41,,A4,62.3,863.0,4.74,4.76
0.42,,A3,62.1,1103.0,4.83,4.8
0.65,A2,A2,59.9,3056.0,5.63,5.69
1.18,A1,A1,62.2,4838.0,6.73,6.76
0.42,A2,A1,60.0,700.0,4.85,4.89
0.32,,A4,61.6,828.0,4.42,4.38
1.0,,A0,61.9,5445.0,6.37,6.46
1.52,A2,A3,63.3,8938.0,7.27,7.23
0.7,,A4,61.5,2490.0,5.73,5.76
0.31,A2,A0,63.5,,4.3,4.27
0.54,A0,A0,60.8,,5.27,5.23
0.38,A3,A3,64.1,809.0,4.58,4.62
1.01,,A3,62.0,8330.0,6.36,6.39
1.11,A2,A1,59.8,4456.0,6.66,6.75
1.02,A0,A3,61.5,6416.0,6.44,6.41
0.4,A2,A0,63.2,882.0,4.74,4.69
0.41,A1,A0,62.9,969.0,4.76,4.72
0.39,A1,A5,62.2,1124.0,4.71,4.74
0.31,A1,A2,61.7,816.0,4.33,4.36
2.01,A0,A3,61.1,13228.0,8.07,8.04
2.01,A2,A3,59.6,15919.0,8.17,8.25
1.25,A1,A0,61.1,6468.0,6.93,6.89
0.7,A1,A0,61.8,2436.0,5.67,5.72
0.91,,,59.3,4179.0,6.38,6.33
0.44,A0,A0,61.1,990.0,4.9,4.86
0.4,,A0,61.8,,4.74,4.78
1.0,A3,A0,57.2,5345.0,6.59,6.56
0.53,,A3,61.6,1607.0,5.24,5.19
0.25,A2,A3,59.7,409.0,4.08,4.1
0.77,A1,A5,61.6,,5.87,5.95
0.91,A2,,62.4,4211.0,6.11,6.23
0.93,A0,A1,62.0,4692.0,6.27,6.22
1.0,A0,A3,63.0,5806.0,6.4,6.36
0.32,A1,A0,62.6,571.0,4.41,4.38
0.23,A0,,58.1,550.0,4.09,4.03
0.4,A1,A4,60.1,931.0,4.77,4.82
0.52,A1,A2,62.2,1316.0,5.18,5.11
0.29,A2,A4,58.9,504.0,4.35,4.37
1.74,A2,A3,62.0,18430.0,7.65,7.7
0.3,A2,,62.3,658.0,4.27,4.3
1.13,A0,A3,60.1,6561.0,6.82,6.75
1.01,,A4,61.3,7127.0,6.52,6.44
0.33,,A0,61.5,608.0,4.41,4.44
1.09,A0,A3,63.0,4519.0,6.61,6.57
0.38,A0,A4,61.0,1069.0,4.71,4.67
1.5,,A1,61.2,9028.0,7.33,7.41
0.45,A3,A1,64.1,680.0,4.82,4.75
0.7,A2,A4,60.3,4095.0,5.76,5.79
0.54,,,62.1,1057.0,5.24,5.26
0.9,A2,A4,63.2,3484.0,6.1,6.05
0.3,,A0,61.6,432.0,4.29,4.34
0.42,A3,A0,63.1,687.0,4.75,4.79
0.5,,A2,60.5,1715.0,5.07,5.14
0.62,A1,A0,61.4,1618.0,5.51,5.49
1.03,A1,A1,62.3,4758.0,6.44,6.52
0.33,A0,A4,60.0,743.0,4.52,4.48
0.28,A1,A3,62.5,467.0,4.2,4.22
0.4,A1,A3,61.3,1050.0,4.77,4.75
1.3,A1,A2,62.4,12734.0,6.97,6.9
0.71,,A2,61.3,3856.0,5.7,5.81
0.39,A1,A0,62.5,921.0,4.68,4.63
0.71,A3,A3,57.8,2801.0,5.9,5.87
0.44,A1,A3,61.6,936.0,4.9,4.97
0.51,,A3,63.5,1574.0,5.09,5.05
,,,63.7,1758.0,5.09,5.05
0.71,,A0,62.9,2184.0,5.68,5.73
0.35,A1,A0,62.3,644.0,4.5,4.52
1.26,A0,A0,61.7,5207.0,6.99,6.91
0.42,,A2,62.0,1055.0,4.82,4.79
0.9,,A5,61.3,7711.0,6.18,6.12
0.57,A1,A3,62.3,1760.0,5.36,5.3
0.64,,A7,61.3,2790.0,5.54,5.58
1.01,A3,A4,63.2,6412.0,6.33,6.35
0.35,A1,A4,61.4,1026.0,4.55,4.58
0.41,A0,A0,61.0,930.0,4.77,4.74
1.5,,A3,60.0,7503.0,7.45,7.36
0.55,,A4,61.9,1881.0,5.25,5.29
0.41,,A3,61.4,827.0,4.77,4.84
0.52,A1,A4,62.5,1582.0,5.14,5.17
0.31,,A7,59.7,766.0,4.4,4.44
1.59,,A0,62.3,11719.0,7.49,7.42
0.31,,A5,62.4,,4.33,4.36
0.41,A0,A4,60.4,1079.0,4.78,4.82
0.71,,A5,62.1,2918.0,5.7,5.76
0.3,,A0,60.3,471.0,4.31,4.34
0.23,A0,A2,59.6,640.0,4.03,3.99
0.32,,A5,61.7,672.0,4.4,4.43
0.71,A2,A0,58.9,2141.0,5.78,5.84
0.28,,,59.6,,4.24,4.31
1.24,A4,A1,65.0,5208.0,6.76,6.73
0.42,A3,A1,64.1,646.0,4.76,4.72
0.52,,,62.4,1385.0,5.15,5.05
0.56,A1,A5,61.9,3496.0,5.32,5.28
0.51,A1,A0,61.6,1281.0,5.19,5.14
0.36,A1,A3,61.5,1094.0,4.58,4.56
0.33,,A5,61.5,1114.0,4.46,4.45
0.49,,A3,60.1,1198.0,5.13,5.15
0.43,A1,A5,62.2,905.0,4.81,4.84
0.33,A0,A3,60.1,854.0,4.47,4.45
0.52,,A5,61.3,2778.0,5.19,5.22
0.34,,A0,61.5,626.0,4.51,4.53
0.72,,,61.7,3417.0,5.77,5.8
0.34,A1,A0,62.7,765.0,4.47,4.46
1.01,,A0,62.9,6075.0,6.35,6.4
0.7,A1,A3,61.0,2833.0,5.74,5.76
1.22,A1,A5,61.5,12081.0,6.86,6.9
1.5,,A6,61.3,,7.36,7.39
0.3,A1,A0,60.2,475.0,4.36,4.41
0.9,A2,A1,62.4,3250.0,6.11,6.16
0.31,A2,A4,62.0,675.0,4.32,4.35
0.71,A3,A0,64.3,2258.0,5.61,5.55
0.31,A0,A5,61.5,924.0,4.35,4.37
0.53,A3,A0,62.6,1282.0,5.13,5.22
1.05,,A5,61.6,10872.0,6.57,6.53
0.53,,A5,61.9,2821.0,5.2,5.21
1.01,A2,A3,62.9,6221.0,6.37,6.47
0.3,,A2,62.1,742.0,4.32,4.35
0.5,A3,A0,57.2,1235.0,5.25,5.2
0.81,A0,A0,61.0,3230.0,6.01,5.99
1.11,,A1,61.2,4028.0,6.69,6.65
0.37,A1,A0,60.2,844.0,4.74,4.7
1.0,,A4,59.1,4732.0,6.45,6.42
0.6,A1,A4,61.7,2774.0,5.41,5.44
0.34,A1,A0,62.3,626.0,4.44,4.48
0.72,A1,A5,62.5,2249.0,5.71,5.74
0.32,A0,,62.8,828.0,4.37,4.33
0.3,,A0,63.4,421.0,4.21,4.24
0.74,A3,A3,60.6,1912.0,5.79,5.85
0.33,,A3,60.8,723.0,4.45,4.47
0.7,A1,A5,62.0,2541.0,5.66,5.7
0.96,A0,A0,58.7,4365.0,6.41,6.39
0.72,A1,A0,62.0,2737.0,5.76,5.78
0.37,A0,A0,60.6,833.0,4.68,4.63
0.41,,A4,60.2,986.0,4.8,4.84
0.51,A0,A3,62.4,1546.0,5.12,5.11
1.21,A1,A3,62.2,4879.0,6.78,6.82
0.53,A1,A4,61.9,1731.0,5.18,5.21
0.5,A3,,58.8,,5.21,5.16
